Account_ID,Account_Name,Parent_Account_ID,Parent_Account_Name,Account_Owner_ID,Account_Owner_Name,SDR_Owner_ID,SDR_Owner_Name,Billing_City,Billing_State,Industry,Sub_Industry,NAICS_Code,Account_Score,Revenue_Range,Employee_Count
ACC000180,Advanced International,,,USR018,Ryan Clark,SDR012,SDR Alex,Minneapolis,MN,Real Estate,Property Management,534394,12.26,$50M-$100M,885
ACC000181,Vertex Inc - South,ACC000067,Vertex Inc,USR019,Nicole Lewis,SDR044,SDR Jamie,Seattle,WA,Professional Services,Marketing,543292,54.34,$100M-$500M,3823
ACC000182,Zenith Solutions,,,USR008,Robert Jackson,,,Austin,TX,Professional Services,Consulting,547499,13.8,$500M-$1B,7673
ACC000183,Phoenix Partners,,,USR018,Ryan Clark,,,Columbus,OH,Technology,Data Analytics,517227,21.52,<$10M,89
ACC000184,Stellar Enterprises - East,ACC000018,Stellar Enterprises,USR005,Jessica Martinez,SDR048,SDR Taylor,Fort Worth,TX,Retail,Department Stores,442745,24.07,<$10M,49
ACC000185,Apex Systems - South,ACC000028,Apex Systems,USR003,Emily Thompson,SDR036,SDR Avery,Seattle,WA,Media & Entertainment,Publishing,512692,25.91,<$10M,55
ACC000186,Vertex Inc,,,USR010,Christopher Lee,SDR047,SDR Jordan,Seattle,WA,Transportation,Logistics,484977,16.81,$50M-$100M,586
ACC000187,Quantum Group,,,USR005,Jessica Martinez,SDR018,SDR Jamie,Columbus,OH,Education,Training & Certification,612260,37.47,$10M-$50M,226
ACC000188,Summit Partners,,,USR010,Christopher Lee,SDR022,SDR Jamie,Raleigh,NC,Professional Services,Marketing,546399,14.22,$10M-$50M,320
ACC000189,Vertex Ventures,,,USR007,Amanda Foster,SDR026,SDR Taylor,Austin,TX,Education,Tutoring,619044,44.65,$500M-$1B,6985
ACC000190,Atlas Corp,,,USR019,Nicole Lewis,SDR044,SDR Taylor,Atlanta,GA,Telecommunications,Satellite,518563,62.19,$500M-$1B,6717
ACC000191,Stellar Enterprises - West,ACC000018,Stellar Enterprises,USR016,Brian Moore,SDR016,SDR Casey,Dallas,TX,Media & Entertainment,Publishing,517932,31.71,$100M-$500M,1302
ACC000192,Atlas Holdings,,,USR014,Kevin Martinez,SDR045,SDR Riley,Miami,FL,Media & Entertainment,Film & TV,512392,31.4,<$10M,41
ACC000193,Premier Ventures,,,USR013,Ashley Brown,,,Austin,TX,Education,EdTech,618052,14.72,<$10M,22
ACC000194,Apex Partners,,,USR015,Stephanie Garcia,SDR023,SDR Taylor,New York,NY,Retail,Department Stores,445840,64.9,$10M-$50M,143
ACC000195,Vertex Partners,,,USR017,Jennifer White,SDR007,SDR Avery,Charlotte,NC,Healthcare,Pharmaceuticals,628412,12.44,$10M-$50M,253
ACC000196,Vertex International,,,USR006,David Kim,,,Las Vegas,NV,Technology,Data Analytics,513858,32.78,$50M-$100M,669
ACC000197,Apex International - West,ACC000057,Apex International,USR006,David Kim,SDR026,SDR Jamie,New York,NY,Transportation,Public Transit,484232,48.73,$10M-$50M,319
ACC000198,Quantum Holdings - East,ACC000048,Quantum Holdings,USR003,Emily Thompson,SDR024,SDR Taylor,Austin,TX,Energy,Oil & Gas,212867,14.7,<$10M,72
ACC000199,Atlas Ventures,,,USR012,Daniel Anderson,,,Boston,MA,Transportation,Freight,485873,21.74,$500M-$1B,9834
ACC000200,Apex Group,,,USR012,Daniel Anderson,SDR027,SDR Jamie,Boston,MA,Healthcare,Pharmaceuticals,627286,12.97,$10M-$50M,349
ACC000201,Dynamic Holdings,,,USR010,Christopher Lee,SDR029,SDR Riley,Boston,MA,Education,Tutoring,616882,35.34,$500M-$1B,8969
ACC000202,Apex Group - West,ACC000200,Apex Group,USR014,Kevin Martinez,SDR046,SDR Jamie,Raleigh,NC,Financial Services,Insurance,523740,55.18,<$10M,13
ACC000203,Apex Holdings,,,USR015,Stephanie Garcia,SDR036,SDR Avery,Indianapolis,IN,Manufacturing,Aerospace,312871,11.85,<$10M,79
ACC000204,Stellar Enterprises - West,ACC000018,Stellar Enterprises,USR018,Ryan Clark,SDR007,SDR Jamie,Las Vegas,NV,Telecommunications,VoIP,515055,5.89,<$10M,14
ACC000205,Advanced Partners,,,USR004,James Wilson,SDR014,SDR Morgan,Miami,FL,Media & Entertainment,Publishing,516744,1.81,$100M-$500M,3499
ACC000206,Strategic Services,,,USR007,Amanda Foster,,,Denver,CO,Education,Training & Certification,615605,15.45,$50M-$100M,586
ACC000207,Quantum Inc,,,USR004,James Wilson,SDR004,SDR Jamie,Dallas,TX,Telecommunications,Cable,513078,28.63,$50M-$100M,567
ACC000208,Stellar Technologies - West,ACC000090,Stellar Technologies,USR016,Brian Moore,SDR041,SDR Casey,Columbus,OH,Manufacturing,Automotive,312237,51.65,$50M-$100M,950
ACC000209,Quantum Consulting,,,USR012,Daniel Anderson,SDR021,SDR Avery,Denver,CO,Healthcare,Health Insurance,622526,27.65,$50M-$100M,734
ACC000210,Zenith Technologies - South,ACC000162,Zenith Technologies,USR014,Kevin Martinez,,,San Francisco,CA,Education,EdTech,615646,23.89,$10M-$50M,395
ACC000211,Atlas Holdings - North,ACC000141,Atlas Holdings,USR002,Michael Rodriguez,SDR002,SDR Avery,Houston,TX,Financial Services,Payments,523588,51.89,$10M-$50M,100
ACC000212,Strategic Industries - East,ACC000065,Strategic Industries,USR006,David Kim,,,Dallas,TX,Energy,Renewable Energy,216905,33.96,<$10M,57
ACC000213,Nexus Consulting,,,USR008,Robert Jackson,SDR046,SDR Jordan,Houston,TX,Education,K-12,618812,19.88,<$10M,85
ACC000214,Global Solutions,,,USR004,James Wilson,,,Columbus,OH,Manufacturing,Consumer Goods,318826,9.43,<$10M,59
ACC000215,Zenith Group,,,USR005,Jessica Martinez,SDR005,SDR Taylor,Indianapolis,IN,Healthcare,Hospitals,623688,43.17,$10M-$50M,469
ACC000216,Summit Partners - South,ACC000188,Summit Partners,USR003,Emily Thompson,,,Phoenix,AZ,Manufacturing,Automotive,317291,32.32,$10M-$50M,319
ACC000217,Advanced Systems,,,USR020,Matthew Walker,SDR050,SDR Casey,Portland,OR,Telecommunications,Internet Service,515942,7.86,<$10M,87
ACC000218,Dynamic Inc - North,ACC000112,Dynamic Inc,USR008,Robert Jackson,SDR016,SDR Jordan,San Francisco,CA,Transportation,Airlines,482163,29.67,$10M-$50M,106
ACC000219,Titan Corp,,,USR006,David Kim,SDR002,SDR Jordan,Denver,CO,Telecommunications,Cable,515295,15.75,<$10M,17
ACC000220,Titan Industries,,,USR003,Emily Thompson,SDR018,SDR Taylor,Chicago,IL,Energy,Grid Management,219377,50.37,$500M-$1B,6272
ACC000221,Advanced Group,,,USR008,Robert Jackson,SDR028,SDR Jordan,Houston,TX,Transportation,Freight,481901,12.84,$10M-$50M,479
ACC000222,Strategic Consulting,,,USR016,Brian Moore,,,Indianapolis,IN,Education,K-12,615247,43.84,<$10M,26
ACC000223,Apex International - North,ACC000057,Apex International,USR011,Michelle Taylor,,,Dallas,TX,Professional Services,Accounting,545308,56.47,$50M-$100M,795
ACC000224,Zenith Solutions,,,USR019,Nicole Lewis,SDR017,SDR Taylor,Atlanta,GA,Education,Higher Education,612889,18.77,<$10M,75
ACC000225,Vertex Technologies - South,ACC000003,Vertex Technologies,USR002,Michael Rodriguez,SDR010,SDR Jamie,Philadelphia,PA,Technology,SaaS,511579,34.12,$50M-$100M,967
ACC000226,Apex Industries,,,USR011,Michelle Taylor,SDR037,SDR Jordan,Jacksonville,FL,Professional Services,Marketing,541862,31.69,<$10M,76
ACC000227,Phoenix Inc,,,USR010,Christopher Lee,SDR001,SDR Avery,Jacksonville,FL,Technology,AI/ML,515979,35.14,$50M-$100M,624
ACC000228,Stellar Services,,,USR018,Ryan Clark,SDR010,SDR Morgan,New York,NY,Media & Entertainment,Publishing,511391,8.53,<$10M,54
ACC000229,Vertex Technologies - West,ACC000003,Vertex Technologies,USR010,Christopher Lee,SDR027,SDR Morgan,San Francisco,CA,Education,Higher Education,613332,22.3,$50M-$100M,547
ACC000230,Dynamic Holdings - West,ACC000201,Dynamic Holdings,USR012,Daniel Anderson,SDR038,SDR Jordan,Houston,TX,Technology,Cloud Computing,517461,56.16,<$10M,82
ACC000231,Strategic Systems,,,USR011,Michelle Taylor,,,Fort Worth,TX,Technology,AI/ML,516345,27.83,$10M-$50M,239
ACC000232,Strategic Industries - Central,ACC000065,Strategic Industries,USR004,James Wilson,SDR029,SDR Taylor,Charlotte,NC,Manufacturing,Industrial Equipment,312978,54.33,$10M-$50M,494
ACC000233,Quantum Inc,,,USR006,David Kim,,,San Jose,CA,Manufacturing,Electronics,311660,48.83,<$10M,51
ACC000234,Quantum Group - West,ACC000147,Quantum Group,USR017,Jennifer White,SDR017,SDR Casey,Raleigh,NC,Financial Services,Banking,521509,29.69,$500M-$1B,8704
ACC000235,Phoenix Technologies,,,USR005,Jessica Martinez,SDR050,SDR Alex,San Diego,CA,Transportation,Rideshare,487563,16.04,$10M-$50M,422
ACC000236,Quantum Inc,,,USR003,Emily Thompson,SDR009,SDR Avery,Chicago,IL,Education,Higher Education,616432,12.33,<$10M,69
ACC000237,Zenith Solutions - West,ACC000182,Zenith Solutions,USR016,Brian Moore,SDR012,SDR Jamie,Jacksonville,FL,Technology,Cloud Computing,514066,13.59,<$10M,67
ACC000238,Apex International,,,USR014,Kevin Martinez,,,San Francisco,CA,Financial Services,Banking,525583,24.95,$10M-$50M,314
ACC000239,Global Industries,,,USR012,Daniel Anderson,SDR023,SDR Avery,Denver,CO,Manufacturing,Consumer Goods,317363,17.49,<$10M,13
ACC000240,Quantum Solutions,,,USR016,Brian Moore,SDR011,SDR Morgan,Houston,TX,Telecommunications,VoIP,514951,22.61,<$10M,17
ACC000241,Phoenix Services - East,ACC000159,Phoenix Services,USR006,David Kim,SDR048,SDR Riley,Portland,OR,Manufacturing,Consumer Goods,311462,42.56,$50M-$100M,680
ACC000242,Summit Inc,,,USR016,Brian Moore,SDR032,SDR Taylor,Los Angeles,CA,Real Estate,Construction,534811,28.01,$50M-$100M,510
ACC000243,Summit Services,,,USR006,David Kim,,,Minneapolis,MN,Transportation,Public Transit,481975,40.02,<$10M,85
ACC000244,Dynamic Holdings - East,ACC000201,Dynamic Holdings,USR003,Emily Thompson,SDR038,SDR Jamie,Houston,TX,Professional Services,Legal,546285,23.06,<$10M,30
ACC000245,Atlas Ventures - East,ACC000199,Atlas Ventures,USR006,David Kim,SDR015,SDR Riley,Detroit,MI,Professional Services,Marketing,543872,31.1,$10M-$50M,475
ACC000246,Global Consulting,,,USR013,Ashley Brown,,,Atlanta,GA,Professional Services,Accounting,541530,24.52,<$10M,50
ACC000247,Innovative Partners,,,USR003,Emily Thompson,SDR011,SDR Riley,Nashville,TN,Real Estate,Residential,532453,24.59,$100M-$500M,3744
ACC000248,Quantum Systems,,,USR003,Emily Thompson,SDR047,SDR Jordan,New York,NY,Education,EdTech,618179,54.7,$50M-$100M,996
ACC000249,Atlas Corp,,,USR004,James Wilson,,,Miami,FL,Financial Services,FinTech,524695,23.69,<$10M,19
ACC000250,Quantum Technologies,,,USR006,David Kim,,,Philadelphia,PA,Technology,Cybersecurity,519962,41.41,$500M-$1B,5762
ACC000251,Vertex International - North,ACC000196,Vertex International,USR014,Kevin Martinez,,,Philadelphia,PA,Telecommunications,VoIP,518113,15.69,<$10M,22
ACC000252,Summit Consulting - Central,ACC000170,Summit Consulting,USR018,Ryan Clark,SDR020,SDR Casey,San Diego,CA,Telecommunications,Internet Service,517437,54.19,$50M-$100M,930
ACC000253,Global Industries,,,USR020,Matthew Walker,SDR002,SDR Jordan,San Antonio,TX,Media & Entertainment,Gaming,515781,12.71,>$1B,41035
ACC000254,Vertex International - West,ACC000196,Vertex International,USR009,Lauren Davis,SDR012,SDR Jamie,Jacksonville,FL,Healthcare,Medical Devices,627052,15.65,<$10M,15
ACC000255,Apex Inc,,,USR002,Michael Rodriguez,SDR006,SDR Jordan,Detroit,MI,Retail,Grocery,449871,40.8,$10M-$50M,487
ACC000256,Atlas Inc,,,USR018,Ryan Clark,SDR037,SDR Avery,San Diego,CA,Real Estate,Residential,532293,34.54,$10M-$50M,465
ACC000257,Strategic Technologies,,,USR015,Stephanie Garcia,SDR014,SDR Taylor,Miami,FL,Technology,DevOps,511699,25.55,$10M-$50M,449
ACC000258,Quantum Technologies - South,ACC000250,Quantum Technologies,USR020,Matthew Walker,SDR006,SDR Jordan,Fort Worth,TX,Energy,Renewable Energy,216343,38.5,$100M-$500M,3128
ACC000259,Innovative Partners - Central,ACC000247,Innovative Partners,USR017,Jennifer White,SDR027,SDR Jordan,Phoenix,AZ,Media & Entertainment,Streaming,512641,23.5,$500M-$1B,9609
ACC000260,Quantum Group - West,ACC000147,Quantum Group,USR009,Lauren Davis,SDR037,SDR Avery,Boston,MA,Healthcare,Medical Devices,623821,19.08,<$10M,28
ACC000261,Atlas Solutions,,,USR011,Michelle Taylor,SDR048,SDR Alex,San Francisco,CA,Real Estate,Construction,537102,23.61,<$10M,48
ACC000262,Quantum Holdings - South,ACC000048,Quantum Holdings,USR005,Jessica Martinez,SDR050,SDR Avery,Raleigh,NC,Retail,Specialty Retail,447828,47.27,$50M-$100M,545
ACC000263,Titan Consulting,,,USR017,Jennifer White,,,Raleigh,NC,Manufacturing,Electronics,313604,39.37,<$10M,100
ACC000264,Global Enterprises,,,USR007,Amanda Foster,,,San Diego,CA,Transportation,Public Transit,481828,27.23,$500M-$1B,6631
ACC000265,Apex Group - West,ACC000200,Apex Group,USR004,James Wilson,SDR024,SDR Morgan,San Francisco,CA,Retail,Specialty Retail,443909,25.74,$500M-$1B,8887
ACC000266,Dynamic Inc,,,USR003,Emily Thompson,SDR004,SDR Jamie,Philadelphia,PA,Real Estate,Construction,534511,21.92,$100M-$500M,3651
ACC000267,Titan Holdings,,,USR001,Sarah Chen,SDR042,SDR Taylor,Philadelphia,PA,Manufacturing,Automotive,311138,20.18,<$10M,87
ACC000268,Atlas Inc,,,USR009,Lauren Davis,SDR044,SDR Casey,Indianapolis,IN,Retail,Specialty Retail,447506,40.53,$50M-$100M,503
ACC000269,Nexus Group,,,USR016,Brian Moore,SDR041,SDR Casey,Austin,TX,Transportation,Freight,485278,9.19,$50M-$100M,987
ACC000270,Apex Solutions,,,USR020,Matthew Walker,SDR044,SDR Riley,Phoenix,AZ,Education,EdTech,619148,7.14,>$1B,27001
ACC000271,Premier Ventures,,,USR019,Nicole Lewis,,,Austin,TX,Energy,Energy Storage,214643,39.03,$50M-$100M,826
ACC000272,Dynamic Inc,,,USR018,Ryan Clark,SDR031,SDR Jordan,Phoenix,AZ,Media & Entertainment,Publishing,513999,19.02,$500M-$1B,7749
ACC000273,Apex Consulting,,,USR014,Kevin Martinez,SDR024,SDR Riley,Dallas,TX,Education,Higher Education,618598,47.68,$100M-$500M,2927
ACC000274,Advanced Partners,,,USR017,Jennifer White,SDR034,SDR Jamie,San Jose,CA,Technology,Data Analytics,513470,52.25,<$10M,35
ACC000275,Atlas Corp - South,ACC000190,Atlas Corp,USR011,Michelle Taylor,,,Philadelphia,PA,Telecommunications,Satellite,518988,28.84,$10M-$50M,190
ACC000276,Quantum Systems,,,USR006,David Kim,SDR032,SDR Taylor,Miami,FL,Telecommunications,Mobile Carriers,512442,46.5,<$10M,65
ACC000277,Stellar Industries,,,USR018,Ryan Clark,SDR001,SDR Riley,Austin,TX,Education,Training & Certification,619700,47.47,<$10M,96
ACC000278,Apex Holdings - East,ACC000081,Apex Holdings,USR010,Christopher Lee,SDR033,SDR Jamie,Denver,CO,Technology,Data Analytics,512069,59.72,$100M-$500M,2221
ACC000279,Summit Services - Central,ACC000243,Summit Services,USR011,Michelle Taylor,SDR022,SDR Taylor,San Francisco,CA,Retail,Grocery,444087,17.3,<$10M,61
ACC000280,Strategic Systems,,,USR019,Nicole Lewis,SDR024,SDR Jordan,Portland,OR,Technology,Cloud Computing,511612,6.92,$10M-$50M,427
ACC000281,Premier International,,,USR001,Sarah Chen,SDR027,SDR Jordan,Charlotte,NC,Retail,Fashion,449966,1.15,<$10M,99
ACC000282,Global Group,,,USR004,James Wilson,SDR040,SDR Casey,Boston,MA,Financial Services,Insurance,527862,54.84,$100M-$500M,1429
ACC000283,Innovative Services,,,USR007,Amanda Foster,SDR034,SDR Casey,San Antonio,TX,Transportation,Rideshare,487713,22.34,<$10M,15
ACC000284,Stellar Industries - West,ACC000277,Stellar Industries,USR011,Michelle Taylor,SDR043,SDR Alex,Chicago,IL,Transportation,Public Transit,489095,11.78,<$10M,21
ACC000285,Quantum Holdings - East,ACC000048,Quantum Holdings,USR008,Robert Jackson,SDR017,SDR Casey,Charlotte,NC,Transportation,Logistics,483862,23.54,$100M-$500M,4490
ACC000286,Atlas Holdings - West,ACC000127,Atlas Holdings,USR004,James Wilson,SDR001,SDR Alex,Minneapolis,MN,Retail,Specialty Retail,443793,20.56,$10M-$50M,324
ACC000287,Apex Inc - East,ACC000035,Apex Inc,USR011,Michelle Taylor,SDR026,SDR Jamie,Charlotte,NC,Real Estate,REITs,537319,26.07,$50M-$100M,744
ACC000288,Premier Inc,,,USR014,Kevin Martinez,,,San Francisco,CA,Energy,Renewable Energy,218178,24.5,<$10M,58
ACC000289,Strategic Partners,,,USR004,James Wilson,,,Charlotte,NC,Telecommunications,VoIP,515286,36.16,$50M-$100M,506
ACC000290,Quantum Inc - Central,ACC000233,Quantum Inc,USR008,Robert Jackson,,,Detroit,MI,Professional Services,HR Services,549504,13.2,$10M-$50M,458
ACC000291,Apex Partners,,,USR013,Ashley Brown,SDR001,SDR Alex,Nashville,TN,Real Estate,Commercial,539283,26.55,$100M-$500M,4489
ACC000292,Stellar Corp,,,USR009,Lauren Davis,SDR036,SDR Morgan,Nashville,TN,Media & Entertainment,Gaming,514850,16.5,<$10M,66
ACC000293,Stellar Partners,,,USR016,Brian Moore,SDR007,SDR Alex,Fort Worth,TX,Real Estate,Property Management,539996,35.66,<$10M,21
ACC000294,Summit International,,,USR011,Michelle Taylor,SDR015,SDR Alex,Minneapolis,MN,Real Estate,Construction,538751,15.79,$50M-$100M,686
ACC000295,Apex Solutions,,,USR010,Christopher Lee,SDR045,SDR Riley,Houston,TX,Professional Services,Marketing,543689,8.91,$10M-$50M,467
ACC000296,Summit Systems,,,USR013,Ashley Brown,SDR046,SDR Morgan,Austin,TX,Professional Services,Marketing,547790,30.03,<$10M,91
ACC000297,Phoenix Partners,,,USR017,Jennifer White,SDR001,SDR Avery,Indianapolis,IN,Education,Tutoring,618091,32.1,$100M-$500M,2978
ACC000298,Dynamic Consulting,,,USR004,James Wilson,SDR033,SDR Riley,Fort Worth,TX,Transportation,Airlines,485067,6.78,<$10M,53
ACC000299,Strategic Industries - West,ACC000065,Strategic Industries,USR020,Matthew Walker,SDR045,SDR Casey,Seattle,WA,Retail,Grocery,444560,45.97,<$10M,89
ACC000300,Strategic Consulting,,,USR006,David Kim,SDR046,SDR Riley,Houston,TX,Professional Services,Accounting,548870,33.22,$50M-$100M,982
ACC000301,Nexus Inc,,,USR001,Sarah Chen,SDR025,SDR Alex,Phoenix,AZ,Education,Training & Certification,611927,18.79,<$10M,30
ACC000302,Premier Consulting,,,USR007,Amanda Foster,SDR023,SDR Alex,Raleigh,NC,Retail,Specialty Retail,444675,3.44,$50M-$100M,787
ACC000303,Nexus Consulting,,,USR013,Ashley Brown,SDR036,SDR Riley,Los Angeles,CA,Energy,Renewable Energy,215117,37.63,<$10M,66
ACC000304,Zenith Group - Central,ACC000215,Zenith Group,USR007,Amanda Foster,SDR019,SDR Morgan,Charlotte,NC,Manufacturing,Aerospace,312220,28.56,<$10M,32
ACC000305,Premier Industries,,,USR009,Lauren Davis,SDR001,SDR Casey,Austin,TX,Professional Services,HR Services,543536,35.8,<$10M,51
ACC000306,Quantum Technologies - Central,ACC000250,Quantum Technologies,USR010,Christopher Lee,SDR005,SDR Riley,Miami,FL,Real Estate,Commercial,539608,33.29,<$10M,33
ACC000307,Premier Ventures - West,ACC000070,Premier Ventures,USR018,Ryan Clark,SDR023,SDR Jordan,San Diego,CA,Transportation,Logistics,486437,5.9,$10M-$50M,250
ACC000308,Global Technologies,,,USR015,Stephanie Garcia,SDR003,SDR Morgan,Detroit,MI,Manufacturing,Consumer Goods,317248,23.45,$500M-$1B,5928
ACC000309,Nexus Solutions,,,USR012,Daniel Anderson,SDR032,SDR Avery,Los Angeles,CA,Energy,Utilities,214154,40.62,$10M-$50M,142
ACC000310,Zenith Group - Central,ACC000215,Zenith Group,USR001,Sarah Chen,SDR043,SDR Morgan,Nashville,TN,Healthcare,Pharmaceuticals,627950,9.04,$100M-$500M,1842
ACC000311,Advanced Consulting,,,USR001,Sarah Chen,SDR003,SDR Riley,Chicago,IL,Transportation,Public Transit,483916,19.64,$100M-$500M,3285
ACC000312,Premier Enterprises - West,ACC000095,Premier Enterprises,USR013,Ashley Brown,SDR028,SDR Jamie,Austin,TX,Healthcare,Telehealth,622938,9.65,$10M-$50M,428
ACC000313,Premier Consulting,,,USR012,Daniel Anderson,,,Houston,TX,Professional Services,HR Services,545937,37.74,$50M-$100M,644
ACC000314,Global Partners,,,USR008,Robert Jackson,SDR035,SDR Jamie,San Jose,CA,Media & Entertainment,Music,513360,27.93,<$10M,92
ACC000315,Strategic Technologies,,,USR019,Nicole Lewis,SDR020,SDR Jordan,San Antonio,TX,Telecommunications,Mobile Carriers,516633,40.32,<$10M,92
ACC000316,Apex Ventures,,,USR007,Amanda Foster,SDR049,SDR Alex,Seattle,WA,Transportation,Airlines,482198,32.67,<$10M,18
ACC000317,Stellar Corp,,,USR008,Robert Jackson,SDR013,SDR Jordan,Austin,TX,Retail,E-commerce,446379,52.18,$50M-$100M,656
ACC000318,Zenith Services,,,USR014,Kevin Martinez,SDR016,SDR Riley,Miami,FL,Professional Services,HR Services,548145,53.09,<$10M,56
ACC000319,Atlas Corp - West,ACC000190,Atlas Corp,USR012,Daniel Anderson,SDR036,SDR Avery,Houston,TX,Financial Services,Investment Management,522343,10.04,$100M-$500M,4517
ACC000320,Advanced Consulting,,,USR001,Sarah Chen,,,Nashville,TN,Financial Services,Payments,527637,38.12,$100M-$500M,1871
ACC000321,Stellar International,,,USR012,Daniel Anderson,SDR009,SDR Casey,Charlotte,NC,Technology,DevOps,512483,73.16,$10M-$50M,357
ACC000322,Dynamic Services,,,USR015,Stephanie Garcia,SDR048,SDR Taylor,Las Vegas,NV,Technology,Data Analytics,516878,37.59,<$10M,72
ACC000323,Apex Solutions,,,USR017,Jennifer White,,,Jacksonville,FL,Manufacturing,Industrial Equipment,318448,63.34,$100M-$500M,1163
ACC000324,Quantum Inc,,,USR019,Nicole Lewis,SDR025,SDR Taylor,Nashville,TN,Education,EdTech,612275,22.1,$10M-$50M,292
ACC000325,Zenith Partners,,,USR020,Matthew Walker,SDR029,SDR Taylor,Philadelphia,PA,Manufacturing,Consumer Goods,319430,42.88,$50M-$100M,608
ACC000326,Innovative International,,,USR011,Michelle Taylor,SDR044,SDR Avery,San Francisco,CA,Financial Services,Insurance,523641,71.7,$50M-$100M,710
ACC000327,Dynamic Enterprises,,,USR002,Michael Rodriguez,,,Phoenix,AZ,Technology,Cloud Computing,515231,15.14,$500M-$1B,9232
ACC000328,Quantum Technologies - North,ACC000250,Quantum Technologies,USR010,Christopher Lee,,,San Antonio,TX,Energy,Grid Management,218723,23.37,$100M-$500M,1698
ACC000329,Dynamic Ventures,,,USR009,Lauren Davis,SDR030,SDR Riley,Boston,MA,Manufacturing,Electronics,314765,61.56,$10M-$50M,167
ACC000330,Titan Inc,,,USR004,James Wilson,SDR035,SDR Alex,Indianapolis,IN,Healthcare,Hospitals,622526,30.68,$10M-$50M,166
ACC000331,Global Partners - West,ACC000314,Global Partners,USR017,Jennifer White,SDR045,SDR Alex,Indianapolis,IN,Real Estate,Construction,538899,39.47,$100M-$500M,2561
